timestamp	px_est	py_est	v_est	yaw_est	yawrate_est	sensor_type	NIS	px_meas	py_meas	px_gt	py_gt	vx_gt	vy_gt	yaw_gt	yawrate_gt	x_rmse	y_rmse	vx_rmse	vy_rmse
1477010449700000	17.1157	18.9285	4.698	2.45463	0.523093	L	0.324569	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904	2.44898	0.545663	0.058047	0.0892845	0.42793	0.351287
1477010449750000	16.9485	19.0988	4.7059	2.46632	0.500926	R	3.02618	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678	2.47627	0.544754	0.0579212	0.0894028	0.426456	0.35
1477010449800000	16.7315	19.2146	4.70835	2.50698	0.517273	L	2.71716	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455	2.5035	0.543759	0.0577176	0.0898111	0.42494	0.348777
1477010449850000	16.5413	19.3678	4.7264	2.53119	0.519945	R	3.24369	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938	2.53069	0.542677	0.0575246	0.090081	0.423437	0.347537
1477010449900000	16.3161	19.5292	4.79059	2.55682	0.518215	L	0.864526	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237	2.55783	0.54151	0.0573238	0.0901207	0.421915	0.346285
1477010449950000	16.0932	19.6122	4.7721	2.60864	0.558469	R	10.0917	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364	2.5849	0.540258	0.0571769	0.0906005	0.42041	0.345193
1477010450000000	15.8877	19.7562	4.79596	2.62888	0.5499	L	0.770866	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329	2.61191	0.53892	0.0570295	0.0908682	0.418921	0.344034
1477010450050000	15.6993	19.881	4.76708	2.63302	0.500458	R	3.20001	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141	2.63886	0.537498	0.0568333	0.0910768	0.417472	0.34282
1477010450100000	15.4684	20.0344	4.83123	2.65062	0.49119	L	1.34394	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081	2.66574	0.53599	0.0566797	0.0909838	0.416014	0.341669
1477010450150000	15.2566	20.1766	4.85436	2.66158	0.47045	R	5.66058	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347	2.69253	0.534397	0.0565159	0.0907346	0.41458	0.340705
1477010450200000	15.0683	20.3083	4.83882	2.67282	0.457972	L	1.83913	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763	2.71925	0.532721	0.0563236	0.0904266	0.413207	0.339969
1477010450250000	14.8378	20.3908	4.83833	2.71093	0.482211	R	2.16261	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068	2.74589	0.53096	0.0561307	0.0901411	0.411817	0.339059
1477010450300000	14.6221	20.51	4.84931	2.7275	0.47416	L	0.623528	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272	2.77244	0.529115	0.0559417	0.0898345	0.410449	0.338341
1477010450350000	14.3852	20.5972	4.86805	2.7643	0.501137	R	1.29694	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386	2.79889	0.527187	0.0557536	0.0895322	0.409065	0.337484
1477010450400000	14.1388	20.6713	4.88347	2.79662	0.508407	L	0.729191	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421	2.82525	0.525176	0.0555963	0.0892315	0.40769	0.336566
1477010450450000	13.9016	20.7427	4.89268	2.83233	0.530067	R	0.368484	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386	2.85151	0.523081	0.0554605	0.0889337	0.406334	0.335552
1477010450500000	13.6275	20.8064	4.94195	2.86722	0.537799	L	1.72518	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294	2.87767	0.520904	0.0555713	0.0886387	0.405043	0.334496
1477010450550000	13.379	20.8374	4.94964	2.92106	0.590465	R	2.34475	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153	2.90371	0.518645	0.0558078	0.0883794	0.40383	0.333428
1477010450600000	13.133	20.8781	4.94859	2.95441	0.594486	L	0.160969	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975	2.92964	0.516304	0.0561427	0.0881585	0.402631	0.332433
1477010450650000	12.9011	20.9369	4.93985	2.97554	0.582923	R	1.78054	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694	2.95546	0.513881	0.0564118	0.0879098	0.40141	0.331416
1477010450700000	12.7017	20.9801	4.8798	2.99835	0.577985	L	1.9405	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469	2.98115	0.511377	0.0563666	0.0876606	0.400125	0.330406
1477010450750000	12.4489	21.021	4.90317	3.02619	0.578653	R	2.5614	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175	3.00672	0.508793	0.0564023	0.0874031	0.398866	0.329422
1477010450800000	12.2022	21.058	4.91361	3.05091	0.573871	L	0.148494	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912	3.03216	0.506127	0.0564781	0.0871362	0.397624	0.328443
1477010450850000	11.9636	21.0779	4.91022	3.08202	0.581951	R	0.942663	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778	3.05747	0.503383	0.0565288	0.0868772	0.396387	0.327533
1477010450900000	11.7212	21.048	4.88858	3.12604	0.5985	L	1.88556	11.6814	20.8651	11.785	21.117	-4.86022	0.286869	3.08264	0.500558	0.0565771	0.0867762	0.395145	0.326929
1477010450950000	11.4742	21.0347	4.88761	3.16129	0.604479	R	1.07229	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281	3.10767	0.497655	0.0566523	0.0868209	0.39391	0.326561
1477010451000000	11.2587	21.0276	4.84578	3.19035	0.60456	L	0.693525	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057	3.13255	0.494673	0.0565617	0.0869528	0.392695	0.326294
1477010451050000	11.0046	20.9891	4.85783	3.22974	0.614414	R	4.1248	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565	3.15728	0.491613	0.0565223	0.0874157	0.391495	0.326453
1477010451100000	10.7949	20.9504	4.80706	3.26581	0.621871	L	0.577046	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643	3.18186	0.488475	0.0563618	0.0882249	0.390388	0.326946
1477010451150000	10.547	20.9498	4.79576	3.26974	0.568261	R	5.64676	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604	3.20629	0.48526	0.0562106	0.0888749	0.389312	0.326771
1477010451200000	10.2654	20.9782	4.87292	3.27261	0.537801	L	3.41678	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674	3.23055	0.481969	0.0562184	0.0890655	0.388145	0.326159
1477010451250000	10.0266	20.9598	4.8686	3.29142	0.526336	R	1.02138	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463	3.25465	0.478601	0.056199	0.0892054	0.386995	0.325456
1477010451300000	9.83362	20.9202	4.79822	3.32014	0.531071	L	1.67346	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327	3.27858	0.475158	0.056031	0.0894129	0.385973	0.324788
1477010451350000	9.59958	20.9119	4.76561	3.31759	0.475944	R	2.29689	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189	3.30234	0.47164	0.0558655	0.089422	0.384998	0.323843
1477010451400000	9.40727	20.8596	4.70307	3.34728	0.484045	L	1.02402	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977	3.32592	0.468047	0.0558586	0.0894955	0.384241	0.322917
1477010451450000	9.18655	20.8177	4.69275	3.36977	0.48427	R	1.47691	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362	3.34932	0.46438	0.0559886	0.0895299	0.383544	0.321986
1477010451500000	8.89285	20.7873	4.79086	3.37855	0.465033	L	2.2454	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605	3.37254	0.46064	0.0558475	0.089438	0.382554	0.321044
1477010451550000	8.67879	20.7074	4.76966	3.41383	0.482095	R	4.44959	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372	3.39557	0.456828	0.0557936	0.0894585	0.381666	0.320128
1477010451600000	8.40217	20.6242	4.84217	3.43956	0.48219	L	2.79047	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701	3.41841	0.452943	0.0556344	0.0896018	0.380657	0.319251
1477010451650000	8.17371	20.5439	4.84637	3.469	0.492096	R	0.103809	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542	3.44106	0.448987	0.0554851	0.0898197	0.379679	0.318429
1477010451700000	7.93118	20.4642	4.86733	3.4916	0.489426	L	0.127811	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237	3.46351	0.444959	0.0553286	0.0900687	0.378688	0.31762
1477010451750000	7.71531	20.3776	4.87068	3.52538	0.512108	R	3.4988	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781	3.48576	0.440862	0.0552014	0.0903616	0.377752	0.316934
1477010451800000	7.40548	20.3205	4.98845	3.52506	0.480945	L	3.45177	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717	3.5078	0.436695	0.0551942	0.0904389	0.376683	0.316118
1477010451850000	7.17336	20.224	4.98659	3.54706	0.475534	R	0.219498	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399	3.52963	0.432459	0.0551989	0.0905504	0.375624	0.315306
1477010451900000	6.90837	20.1417	5.03595	3.55812	0.460473	L	0.66097	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462	3.55126	0.428154	0.05548	0.0905741	0.374598	0.314459
1477010451950000	6.68277	20.0502	5.01958	3.57393	0.448113	R	0.482517	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357	3.57266	0.423782	0.0557501	0.0905439	0.373574	0.313592
1477010452000000	6.43473	19.9591	5.04552	3.58668	0.436988	L	0.307705	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079	3.59385	0.419343	0.0562589	0.0904434	0.372595	0.312724
1477010452050000	6.21768	19.8655	5.02731	3.60419	0.433228	R	2.85303	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625	3.61482	0.414838	0.0567006	0.0902794	0.37161	0.311869
1477010452100000	5.95449	19.7723	5.07633	3.61101	0.41597	L	0.756954	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993	3.63556	0.410268	0.0576763	0.0900603	0.370748	0.311051
1477010452150000	5.72497	19.6263	5.11836	3.65038	0.450345	R	1.95762	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178	3.65608	0.405632	0.058797	0.0899105	0.369868	0.31022
1477010452200000	5.54965	19.5029	5.051	3.68066	0.460224	L	1.42479	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418	3.67636	0.400933	0.0593545	0.0897575	0.368881	0.309403
1477010452250000	5.34836	19.3536	5.04495	3.71442	0.475293	R	1.76209	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995	3.6964	0.39617	0.0597727	0.089684	0.367888	0.308665
1477010452300000	5.13538	19.2519	5.03142	3.72473	0.460771	L	1.92777	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622	3.71621	0.391345	0.0602051	0.0894989	0.366903	0.307864
1477010452350000	4.9439	19.1402	4.9701	3.7343	0.43514	R	4.66555	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059	3.73578	0.386458	0.0604711	0.089269	0.36593	0.307049
1477010452400000	4.78234	18.9888	4.91719	3.76944	0.451289	L	0.742927	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305	3.7551	0.381509	0.0604385	0.0890528	0.365056	0.306236
1477010452450000	4.57342	18.8387	4.95153	3.79507	0.461608	R	1.48374	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359	3.77418	0.376501	0.0604338	0.0888451	0.364184	0.305448
1477010452500000	4.39659	18.7068	4.91593	3.81567	0.459689	L	1.12196	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422	3.793	0.371433	0.0603306	0.0886165	0.36339	0.304653
1477010452550000	4.21496	18.5647	4.87221	3.82988	0.439975	R	1.34522	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888	3.81158	0.366307	0.0601892	0.0883854	0.362659	0.303864
1477010452600000	4.09146	18.4091	4.79029	3.86826	0.46062	L	2.01334	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362	3.82989	0.361122	0.0601528	0.0881562	0.362374	0.303077
1477010452650000	3.90721	18.2362	4.86843	3.9079	0.501966	R	7.20075	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644	3.84795	0.355881	0.060158	0.0879314	0.362172	0.302397
1477010452700000	3.65034	18.0952	4.95263	3.89934	0.461176	L	2.65874	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732	3.86574	0.350583	0.060005	0.0877118	0.361462	0.301658
1477010452750000	3.48817	17.9447	4.88558	3.91212	0.438007	R	3.40354	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627	3.88327	0.34523	0.0598675	0.0875187	0.360858	0.300888
1477010452800000	3.26071	17.7779	4.94799	3.91607	0.415813	L	1.17163	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331	3.90053	0.339823	0.0597394	0.0873374	0.360051	0.300125
1477010452850000	3.08083	17.5939	4.99532	3.94691	0.440139	R	2.37876	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844	3.91752	0.334362	0.0596089	0.0871408	0.359289	0.2994
1477010452900000	2.90225	17.4763	4.95443	3.94707	0.416127	L	6.14181	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167	3.93424	0.328848	0.059479	0.0871534	0.358482	0.298654
1477010452950000	2.75985	17.2596	4.99743	3.9989	0.468801	R	3.13058	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302	3.95068	0.323282	0.059336	0.0870207	0.357931	0.298018
1477010453000000	2.58464	17.0736	5.00995	4.01645	0.46179	L	0.0689817	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251	3.96685	0.317665	0.0591922	0.0868847	0.357392	0.297401
1477010453050000	2.42112	16.9077	4.94274	4.01922	0.422707	R	2.11766	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014	3.98273	0.311998	0.0590571	0.0868285	0.35685	0.296668
1477010453100000	2.25699	16.7354	4.93544	4.03213	0.413438	L	0.511845	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595	3.99833	0.306282	0.0589283	0.0868585	0.356304	0.295936
1477010453150000	2.08242	16.54	4.9307	4.03944	0.387431	R	4.98006	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995	4.01365	0.300517	0.058788	0.0868761	0.355691	0.29522
1477010453200000	1.9276	16.3097	4.96691	4.06767	0.396814	L	2.25495	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216	4.02867	0.294705	0.0586569	0.0867514	0.355177	0.294505
1477010453250000	1.77115	16.1338	4.92382	4.07133	0.368527	R	1.0366	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261	4.04341	0.288846	0.058531	0.0867114	0.354622	0.293807
1477010453300000	1.56553	15.9655	4.95906	4.06009	0.333543	L	1.73412	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132	4.05785	0.282942	0.0584248	0.0868426	0.353821	0.29318
1477010453350000	1.43838	15.7342	5.00983	4.10291	0.377844	R	2.06581	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832	4.07199	0.276993	0.0582845	0.0868219	0.353186	0.292477
1477010453400000	1.26551	15.5162	5.05344	4.1132	0.367067	L	0.797515	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364	4.08584	0.271	0.05817	0.0867488	0.352477	0.29179
1477010453450000	1.10878	15.3234	5.04076	4.11866	0.348166	R	0.971137	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773	4.09939	0.264964	0.0580766	0.0867397	0.351732	0.291094
1477010453500000	0.896336	15.105	5.12263	4.11077	0.317344	L	2.36576	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933	4.11264	0.258887	0.0583476	0.086693	0.350899	0.290404
1477010453550000	0.749653	14.9247	5.06045	4.10997	0.286975	R	2.47356	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977	4.12559	0.252769	0.058646	0.0868049	0.350078	0.289784
1477010453600000	0.648321	14.7103	5.0258	4.14075	0.306494	L	0.514621	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864	4.13823	0.246611	0.0586775	0.0869123	0.349281	0.289145
1477010453650000	0.535894	14.4689	5.06806	4.17837	0.343011	R	1.78736	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	4.15056	0.240414	0.0586032	0.0868887	0.348615	0.288474
1477010453700000	0.361698	14.2467	5.1168	4.17829	0.322243	L	0.839721	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181	4.16258	0.234179	0.058713	0.0868458	0.34784	0.287811
1477010453750000	0.239434	13.9944	5.2003	4.21537	0.363705	R	3.07302	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	4.17429	0.227907	0.0587612	0.0866966	0.347184	0.287363
1477010453800000	0.226084	13.7459	5.12011	4.27974	0.41882	L	3.75199	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	4.18568	0.221599	0.0587182	0.0865041	0.347638	0.287052
1477010453850000	0.122399	13.503	5.16204	4.30812	0.435103	R	0.972941	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	4.19676	0.215255	0.0587898	0.0863058	0.348511	0.286999
1477010453900000	-0.0446588	13.272	5.21231	4.30098	0.399858	L	1.39679	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	4.20752	0.208879	0.0586931	0.0861113	0.348778	0.286953
1477010453950000	-0.162708	13.054	5.16603	4.30447	0.371639	R	1.12859	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	4.21797	0.202468	0.0586106	0.0859156	0.348989	0.286658
1477010454000000	-0.165956	12.8283	5.07489	4.361	0.418939	L	3.43088	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	4.22809	0.196027	0.0593877	0.085721	0.350938	0.28635
1477010454050000	-0.283944	12.6032	5.03518	4.35894	0.38085	R	3.50531	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	4.23789	0.189554	0.0601567	0.0855278	0.352542	0.285861
1477010454100000	-0.403311	12.3676	5.05932	4.36311	0.362404	L	0.35072	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	4.24737	0.183051	0.0608782	0.0853362	0.353893	0.285385
1477010454150000	-0.526795	12.1592	5.02368	4.35525	0.324897	R	3.78359	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	4.25652	0.176519	0.0614892	0.0851548	0.354774	0.284791
1477010454200000	-0.604293	11.9402	4.99819	4.37254	0.326737	L	0.531915	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	4.26535	0.169959	0.0624902	0.0849919	0.355985	0.284184
1477010454250000	-0.730245	11.7121	5.00139	4.36531	0.293821	R	2.78253	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	4.27385	0.163373	0.063284	0.0848393	0.3567	0.28356
1477010454300000	-0.926977	11.4681	5.08748	4.3313	0.233605	L	4.14654	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	4.28201	0.156761	0.0633385	0.0846714	0.356344	0.28294
1477010454350000	-1.032	11.243	5.0343	4.32668	0.200742	R	2.81891	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	4.28985	0.150124	0.0634022	0.0845217	0.355877	0.28234
1477010454400000	-1.20905	11.0157	5.08435	4.29936	0.155638	L	2.22344	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	4.29736	0.143463	0.0632643	0.0843922	0.355112	0.281768
1477010454450000	-1.28823	10.7695	5.12206	4.32717	0.191401	R	1.36373	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	4.30453	0.136779	0.0631553	0.0842439	0.354439	0.281155
1477010454500000	-1.41777	10.5155	5.1667	4.32428	0.176277	L	0.876486	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	4.31137	0.130074	0.0630185	0.0840727	0.353698	0.280548
1477010454550000	-1.50523	10.2527	5.21746	4.34685	0.201466	R	1.44014	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	4.31787	0.123349	0.0628892	0.0838916	0.353031	0.280006
1477010454600000	-1.6028	10.0426	5.1804	4.35001	0.193867	L	1.99215	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	4.32404	0.116604	0.0627619	0.0837289	0.352369	0.279422
1477010454650000	-1.69176	9.81304	5.15068	4.35586	0.185411	R	0.523708	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	4.32987	0.10984	0.0626467	0.0835842	0.35173	0.278826
1477010454700000	-1.76576	9.59306	5.11363	4.36862	0.189933	L	0.825368	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	4.33536	0.10306	0.0625844	0.0834902	0.35119	0.278233
1477010454750000	-1.876	9.34071	5.17101	4.37428	0.193029	R	2.54282	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	4.34052	0.0962627	0.0624828	0.0833679	0.350619	0.277658
1477010454800000	-1.95771	9.04824	5.22891	4.39118	0.200792	L	4.05195	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	4.34533	0.0894504	0.0624113	0.0831923	0.350149	0.277178
1477010454850000	-2.04394	8.8257	5.17434	4.39	0.179086	R	1.84569	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	4.3498	0.0826241	0.0623597	0.0830235	0.349657	0.276617
1477010454900000	-2.14009	8.57367	5.1935	4.39323	0.172094	L	0.141516	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	4.35393	0.0757847	0.0622942	0.0828507	0.349146	0.276074
1477010454950000	-2.26921	8.31926	5.23542	4.38122	0.14617	R	2.80573	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	4.35772	0.0689333	0.0621654	0.0826785	0.348479	0.275547
1477010455000000	-2.31493	8.08632	5.18946	4.40325	0.164066	L	0.819152	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	4.36117	0.062071	0.0621184	0.0825077	0.348015	0.275007
1477010455050000	-2.37775	7.87381	5.12495	4.41159	0.161271	R	5.5108	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	4.36427	0.0551989	0.0621808	0.0823726	0.347678	0.274439
1477010455100000	-2.49166	7.62227	5.16146	4.40387	0.1423	L	0.695197	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	4.36703	0.0483182	0.0621359	0.0822261	0.347181	0.27388
1477010455150000	-2.65571	7.3875	5.16663	4.36103	0.0653151	R	5.61153	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	4.36945	0.0414297	0.0620313	0.0820979	0.346474	0.273332
1477010455200000	-2.75994	7.13148	5.19559	4.35913	0.0589883	L	0.336836	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	4.37152	0.0345348	0.0619665	0.0819513	0.345787	0.272779
1477010455250000	-2.82057	6.89695	5.1787	4.3791	0.08778	R	1.68093	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	4.37325	0.0276344	0.0618503	0.0818236	0.345091	0.272224
1477010455300000	-2.8616	6.68974	5.09718	4.39723	0.104065	L	2.52965	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	4.37463	0.0207296	0.0617506	0.0818069	0.344512	0.271699
1477010455350000	-2.92587	6.46834	5.02454	4.3944	0.0775375	R	4.01486	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	4.37567	0.0138215	0.0617068	0.081896	0.343944	0.271286
1477010455400000	-2.98044	6.23223	5.00318	4.40763	0.0883813	L	0.354254	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	4.37636	0.00691132	0.0617961	0.0820326	0.343518	0.270879
1477010455450000	-3.09852	5.98441	5.05482	4.39717	0.0740535	R	3.42001	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	4.3767	-1.76894e-16	0.0617488	0.0821554	0.342955	0.270417
1477010455500000	-3.18185	5.70997	5.1049	4.40207	0.0750486	L	1.69557	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	4.3767	-0.00691132	0.0617094	0.0821451	0.342409	0.269895
1477010455550000	-3.29165	5.46288	5.1089	4.38146	0.0294841	R	2.23952	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	4.37636	-0.0138215	0.0616099	0.0821288	0.341746	0.269403
1477010455600000	-3.38884	5.20125	5.1479	4.37919	0.0250653	L	0.600429	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	4.37567	-0.0207296	0.0614956	0.082058	0.341077	0.268883
1477010455650000	-3.45589	4.95544	5.14776	4.39272	0.0469064	R	0.246165	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	4.37463	-0.0276344	0.0614124	0.0819864	0.340469	0.268356
1477010455700000	-3.57123	4.6767	5.22434	4.3851	0.0358682	L	2.16522	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	4.37325	-0.0345348	0.0612927	0.0818438	0.339815	0.267844
1477010455750000	-3.68109	4.42386	5.23406	4.36496	-0.00788841	R	2.19914	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	4.37152	-0.0414297	0.0611831	0.0816933	0.339162	0.267324
1477010455800000	-3.81494	4.15213	5.3087	4.35068	-0.0225604	L	2.54765	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	4.36945	-0.0483182	0.0611965	0.0815354	0.3386	0.26684
1477010455850000	-3.89462	3.91162	5.29452	4.36218	0.00407374	R	1.21675	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	4.36703	-0.0551989	0.0611792	0.0813774	0.337962	0.266374
1477010455900000	-3.96653	3.6794	5.25435	4.36712	0.00848331	L	0.685948	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	4.36427	-0.062071	0.061112	0.0812222	0.33731	0.265886
1477010455950000	-4.06777	3.47418	5.19383	4.34881	-0.0279532	R	4.15377	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	4.36117	-0.0689333	0.061081	0.0811205	0.336681	0.265378
1477010456000000	-4.15889	3.22968	5.19563	4.34812	-0.0271716	L	0.00844255	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	4.35772	-0.0757847	0.0610548	0.0810177	0.336048	0.264871
1477010456050000	-4.27485	2.97495	5.23012	4.33286	-0.0539109	R	0.752513	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	4.35393	-0.0826241	0.061134	0.0808931	0.335484	0.264365
1477010456100000	-4.36492	2.70093	5.27234	4.33674	-0.0458245	L	1.30341	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	4.3498	-0.0894504	0.0612052	0.0807396	0.334895	0.263882
1477010456150000	-4.4514	2.45144	5.27109	4.34243	-0.0307391	R	0.197697	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	4.34533	-0.0962627	0.0612477	0.0805867	0.334271	0.263419
1477010456200000	-4.55616	2.18641	5.31006	4.34098	-0.0292163	L	0.641781	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	4.34052	-0.10306	0.0613425	0.0804499	0.33365	0.263019
1477010456250000	-4.66603	1.95515	5.29766	4.31572	-0.0841562	R	4.01727	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	4.33536	-0.10984	0.0615192	0.0803042	0.33313	0.262555
1477010456300000	-4.78184	1.68135	5.35684	4.3127	-0.0802496	L	1.53649	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	4.32987	-0.116604	0.0618228	0.080209	0.332633	0.262179
